id,station_name,city,country,company,lat,lon,free_bikes
9adfd982c04a8a652a79c95adc62f035,"Ленинский пр-т, д.79",Moscow,RU,ЗАО «СитиБайк»,55.6841473,37.540695,0.0
b293925cde3a9ff52e5f60387b876909,"ул. Профсоюзная, д.7/12",Moscow,RU,ЗАО «СитиБайк»,55.6843417,37.5701523,0.0
81699c0426152faa15795faa8ff09fbe,"ул. Профсоюзная, д.46, к.1",Moscow,RU,ЗАО «СитиБайк»,55.6736328,37.557668,0.0
9ad7aeae470d3bdd2c71dead401d1d24,"ул. Профсоюзная, д.58/32, к.2 (ст. м. Новые Черёмушки, выход №3)",Moscow,RU,ЗАО «СитиБайк»,55.6689814,37.5529925,0.0
708f3b951df10027c09d95e1f3e2b48e,"ул. Профсоюзная, д.61А (ст. м. Калужская)",Moscow,RU,ЗАО «СитиБайк»,55.6560575,37.5397093,0.0
97e0d50b7552e98f99c731a7dd812cbd,"ул. Академика Королёва, д.12Б",Moscow,RU,ЗАО «СитиБайк»,55.8218255,37.6095579,0.0
7a0d61bd7098fff8d6e9462128e7ae91,"Звёздный б-р, д.18/1",Moscow,RU,ЗАО «СитиБайк»,55.8154706,37.6299313,0.0
31d718005a1c5bc4596e70fb4e26b938,"ул. Шереметьевская, д.2 (ст. м. Марьина Роща, выход №5)",Moscow,RU,ЗАО «СитиБайк»,55.7935234,37.6168972,0.0
4d040d74073c14bbeb069899530962de,"1-й Красногвардейский пр., д.13, стр.1",Moscow,RU,ЗАО «СитиБайк»,55.7521422,37.5409806,0.0
5b56ca6b37db6cb871de0ea3c7195105,"ул. Верхняя Радищевская, д.22 (ст. м. Таганская)",Moscow,RU,ЗАО «СитиБайк»,55.74229,37.65385,0.0
7298a6807b71d24d172193ecd3f8969d,"Нахимовский пр-т, д.45, стр.1",Moscow,RU,ЗАО «СитиБайк»,55.6748694,37.5708842,0.0
0b49286980e24151696700ef1c46e209,"ул. Малая Грузинская, д.19/2",Moscow,RU,ЗАО «СитиБайк»,55.7654099,37.5719413,0.0
1e89f515523f5ef753c55abe6a39e6e2,"ул. Обручева, д.16, к.1",Moscow,RU,ЗАО «СитиБайк»,55.6589469,37.5145855,0.0
3674992733196b51766d06f0cb3154d8,ст. м. Сокольники,Moscow,RU,ЗАО «СитиБайк»,55.789152,37.679857,0.0
f62606a235efd8e713d631faa3b22d17,"ул. Руставели (напротив д.6, к.5)",Moscow,RU,ЗАО «СитиБайк»,55.8126995,37.5880136,0.0
4c228461e862be1d12004c2111c3385e,"ул. Черняховского, д.4А",Moscow,RU,ЗАО «СитиБайк»,55.80364,37.53454,0.0
2e3753f614660762bdf31faab237470d,"ул. Гарибальди, д.6, к.1",Moscow,RU,ЗАО «СитиБайк»,55.6760559,37.5372313,0.0
d47f6f1d0b876cb652978fa2db62406b,"Симферопольский б-р, д.15, к.5",Moscow,RU,ЗАО «СитиБайк»,55.653513,37.6057778,0.0
973189f1b99bd69666011edc2b1001bb,"ул. Вавилова, д.17",Moscow,RU,ЗАО «СитиБайк»,55.7015839,37.579688,0.0
ad1d1dffd51d164bb388d0498607aaf8,"ул. Мосфильмовская, д.1, стр.4",Moscow,RU,ЗАО «СитиБайк»,55.7233339,37.5300029,0.0
23a40f8b6cd50660ad88596b7f13cddc,"ул. Сокольнический Вал, д.8",Moscow,RU,ЗАО «СитиБайк»,55.7925135,37.6599869,0.0
3967b06da4ed9e9624c96ab2d2e67127,"ул. Стромынка, д.13 (пересеч. с ул. Короленко)",Moscow,RU,ЗАО «СитиБайк»,55.7940252,37.6944615,0.0
6298f2ed874fee8da6afd2a39bf24cfd,"ул. Стромынка, д.20 (Технологический университет)",Moscow,RU,ЗАО «СитиБайк»,55.7943402,37.6994467,0.0
0fa61c446116e1b0ea944370e0fcd753,"пр-т Мира, д.102, к.2",Moscow,RU,ЗАО «СитиБайк»,55.8016402,37.6363469,0.0
0062d561dc4cccaade9fddd0214e9366,"ул. Краснопрудная, д.13А (ст. м. Красносельская)",Moscow,RU,ЗАО «СитиБайк»,55.7798124,37.6661093,0.0
0200410800e554745b7166109c078d69,"пр-т Мира, д.114Б, стр.2 (ст. м. Алексеевская)",Moscow,RU,ЗАО «СитиБайк»,55.807908,37.6376553,0.0
40e2615289de37474e1ffe4114175406,"ул. Бауманская, д.33/2 (ст. м. Бауманская)",Moscow,RU,ЗАО «СитиБайк»,55.772242,37.6788565,0.0
a1ecc44a4e2cec84595a3d9e75569113,"пр-т Мира, д.92, стр.2 (ст. м. Рижская)",Moscow,RU,ЗАО «СитиБайк»,55.7922984,37.635781,0.0
77ba296275b01a0b6fc2f12f60000be2,"ул. Люсиновская, д.48/50, к.10 (пересеч. с ул. Павла Андреева)",Moscow,RU,ЗАО «СитиБайк»,55.7209237,37.6220242,0.0
4f99754747ba8baf9dd38f357fc11955,Болотная пл. (напротив к/т Ударник),Moscow,RU,ЗАО «СитиБайк»,55.744008,37.615425,0.0
4f4e26262c79bad9d2d03c69d271fcea,"4-й Добрынинский пер., д.2/10",Moscow,RU,ЗАО «СитиБайк»,55.7273527,37.6197354,0.0
d81a04ae10ac8f0190af76049b0bffc2,"3-я Рыбинская ул., д.30",Moscow,RU,ЗАО «СитиБайк»,55.7888271,37.663779,0.0
